
33,2003,5,2003-10-05,24-341,BUF,,CIN,W 22-16,25,85,3.40,1,3,2,14,7.00,1,0,0,,0,0,0,,,,2,12
34,2003,6,2003-10-12,24-348,BUF,@,NYJ,L 3-30,18,53,2.94,0,10,7,35,5.00,0,0,0,,0,0,0,,,,0,0
35,2003,7,2003-10-19,24-355,BUF,,WAS,W 24-7,31,167,5.39,2,2,1,13,13.00,0,0,0,,0,0,0,,,,2,12
36,2003,8,2003-10-26,24-362,BUF,@,KAN,L 5-38,22,124,5.64,0,2,2,0,0.00,0,0,0,,0,0,0,,,,0,0
37,2003,9,2003-11-09,25-011,BUF,@,DAL,L 6-10,21,80,3.81,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
38,2003,10,2003-11-16,25-018,BUF,,HOU,L 10-12,23,149,6.48,0,1,1,4,4.00,0,0,0,,0,0,0,,,,0,0
39,2003,11,2003-11-23,25-025,BUF,,IND,L 14-17,22,77,3.50,0,4,4,21,5.25,0,0,0,,0,0,0,,,,0,0
40,2003,12,2003-11-30,25-032,BUF,@,NYG,W 24-7,26,113,4.35,1,3,1,6,6.00,0,0,0,,0,0,0,,,,1,6
41,2003,13,2003-12-07,25-039,BUF,,NYJ,W 17-6,32,169,5.28,1,1,1,6,6.00,0,0,0,,0,0,0,,,,1,6
42,2003,14,2003-12-14,25-046,BUF,@,TEN,L 26-28,19,88,4.63,0,3,2,13,6.50,0,0,0,,0,0,0,,,,0,0
43,2003,15,2003-12-21,25-053,BUF,,MIA,L 3-20,24,67,2.79,0,3,1,6,6.00,0,0,0,,0,0,0,,,,0,0
44,2003,16,2003-12-27,25-059,BUF,@,NWE,L 0-31,15,62,4.13,0,2,2,1,0.50,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
45,2004,1,2004-09-12,25-319,BUF,,JAX,L 10-13,23,75,3.26,0,3,3,9,3.00,0,0,0,,0,0,0,,,,0,0
46,2004,2,2004-09-19,25-326,BUF,@,OAK,L 10-13,21,67,3.19,0,4,2,10,5.00,0,0,0,,0,0,0,,,,0,0
47,2004,3,2004-10-03,25-340,BUF,,NWE,L 17-31,24,98,4.08,0,1,1,10,10.00,0,0,0,,0,0,0,,,,0,0
48,2004,4,2004-10-10,25-347,BUF,@,NYJ,L 14-16,12,33,2.75,0,1,0,0,,0,0,0,,0,0,0,,,,0,0
49,2004,6,2004-10-24,25-361,BUF,@,BAL,L 6-20,7,27,3.86,0,2,2,6,3.00,0,0,0,,0,0,0,,,,0,0
50,2004,7,2004-10-31,26-002,BUF,,ARI,W 38-14,1,2,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
51,2004,8,2004-11-07,26-009,BUF,,NYJ,W 22-17,4,15,3.75,0,1,0,0,,0,0,0,,0,0,0,,,,0,0
52,2004,9,2004-11-14,26-016,BUF,@,NWE,L 6-29,,,,,,,,,,,,,,,,,,,,
53,2004,10,2004-11-21,26-023,BUF,,STL,W 37-17,2,9,4.50,0,1,1,5,5.00,0,0,0,,0,0,0,,,,0,0
54,2004,11,2004-11-28,26-030,BUF,@,SEA,W 38-9,0,0,,0,1,1,5,5.00,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
55,2005,1,2005-09-11,26-317,TEN,@,PIT,L 7-34,10,35,3.50,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
56,2005,2,2005-09-18,26-324,TEN,,BAL,W 25-10,18,62,3.44,0,6,2,4,2.00,0,0,0,,0,0,0,,,,0,0
57,2005,3,2005-09-25,26-331,TEN,@,STL,L 27-31,3,0,0.00,0,2,1,16,16.00,0,0,0,,0,0,0,,,,0,0
58,2005,8,2005-10-30,27-001,TEN,,OAK,L 25-34,1,2,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
59,2005,9,2005-11-06,27-008,TEN,@,CLE,L 14-20,,,,,,,,,,,,,,,,,,,,
60,2005,11,2005-11-27,27-029,TEN,,SFO,W 33-22,13,86,6.62,0,1,1,14,14.00,0,0,0,,0,0,0,,,,0,0
61,2005,12,2005-12-04,27-036,TEN,@,IND,L 3-35,6,18,3.00,0,3,2,18,9.00,0,0,0,,0,0,0,,,,0,0
62,2005,13,2005-12-11,27-043,TEN,,HOU,W 13-10,8,19,2.38,0,3,3,54,18.00,0,0,0,,0,0,0,,,,0,0
63,2005,15,2005-12-24,27-056,TEN,@,MIA,L 10-24,16,65,4.06,0,3,3,10,3.33,0,0,0,,0,0,0,,,,0,0
64,2005,16,2006-01-01,27-064,TEN,@,JAX,L 13-40,13,48,3.69,0,2,1,1,1.00,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
65,2006,1,2006-09-10,27-316,TEN,,NYJ,L 16-23,9,22,2.44,2,1,1,2,2.00,0,0,0,,0,0,0,,,,2,12
66,2006,3,2006-09-24,27-330,TEN,@,MIA,L 10-13,21,60,2.86,0,3,2,10,5.00,0,0,0,,0,0,0,,,,0,0
67,2006,5,2006-10-08,27-344,TEN,@,IND,L 13-14,19,123,6.47,0,3,2,10,5.00,0,0,0,,0,0,0,,,,0,0
68,2006,6,2006-10-15,27-351,TEN,@,WAS,W 25-22,32,178,5.56,1,2,2,3,1.50,0,0,0,,0,0,0,,,,1,6
69,2006,7,2006-10-29,28-000,TEN,,HOU,W 28-22,15,29,1.93,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
70,2006,8,2006-11-05,28-007,TEN,@,JAX,L 7-37,19,67,3.53,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
71,2006,9,2006-11-12,28-014,TEN,,BAL,L 26-27,27,107,3.96,1,0,0,0,,0,0,0,,0,0,0,,,,1,6
72,2006,10,2006-11-19,28-021,TEN,@,PHI,W 31-13,18,143,7.94,1,3,1,8,8.00,0,0,0,,0,0,0,,,,1,6
73,2006,11,2006-11-26,28-028,TEN,,NYG,W 24-21,12,27,2.25,0,3,3,24,8.00,0,0,0,,0,0,0,,,,0,0
74,2006,12,2006-12-03,28-035,TEN,,IND,W 20-17,20,93,4.65,0,3,3,9,3.00,0,0,0,,0,0,0,,,,0,0
75,2006,13,2006-12-10,28-042,TEN,@,HOU,W 26-20,20,88,4.40,2,3,2,7,3.50,0,0,0,,0,0,0,,,,2,12
76,2006,14,2006-12-17,28-049,TEN,,JAX,W 24-17,12,37,3.08,0,1,1,2,2.00,0,0,0,,0,0,0,,,,0,0
77,2006,15,2006-12-24,28-056,TEN,@,BUF,W 30-29,25,135,5.40,0,1,0,0,,0,0,0,,0,0,0,,,,0,0
78,2006,16,2006-12-31,28-063,TEN,,NWE,L 23-40,21,102,4.86,0,2,1,3,3.00,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
79,2007,1,2007-09-09,28-315,DEN,@,BUF,W 15-14,23,139,6.04,0,5,3,44,14.67,0,0,0,,0,0,0,,,,0,0
80,2007,2,2007-09-16,28-322,DEN,,OAK,W 23-20,26,128,4.92,0,2,2,8,4.00,0,0,0,,0,0,0,,,,0,0
81,2007,3,2007-09-23,28-329,DEN,,JAX,L 14-23,11,35,3.18,1,1,0,0,,0,0,0,,0,0,0,,,,1,6
82,2007,4,2007-09-30,28-336,DEN,@,IND,L 20-38,26,131,5.04,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
83,2007,5,2007-10-07,28-343,DEN,,SDG,L 3-41,16,65,4.06,0,1,0,0,,0,0,0,,0,0,0,,,,0,0
84,2007,6,2007-10-21,28-357,DEN,,PIT,W 31-28,17,51,3.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
85,2007,8,2007-11-04,29-006,DEN,@,DET,L 7-44,9,31,3.44,0,2,2,13,6.50,0,0,0,,0,0,0,,,,0,0
86,2007,12,2007-12-02,29-034,DEN,@,OAK,L 20-34,15,49,3.27,2,2,0,0,,0,0,0,,0,0,0,,,,2,12
87,2007,13,2007-12-09,29-041,DEN,,KAN,W 41-7,10,24,2.40,1,1,0,0,,0,0,0,,0,0,0,,,,1,6
88,2007,14,2007-12-13,29-045,DEN,@,HOU,L 13-31,10,27,2.70,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
89,2007,15,2007-12-24,29-056,DEN,@,SDG,L 3-23,4,11,2.75,0,0,0,0,,0,0,0,,0,0,0,,,,0,0
90,2007,16,2007-12-30,29-062,DEN,,MIN,W 22-19,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,90 Games,,,,,36-54-0,1488,6086,4.09,38,199,141,951,6.74,2,0,1,0.00,0,0,1,0.0,0.00,-45.00,40,240
