
33,1981,1,1981-09-06,24-230,STL,,MIA,L 7-20,20,52,2.60,1,,6,40,6.67,0,0,0,,0,0,0,,,,1,6
34,1981,2,1981-09-13,24-237,STL,@,DAL,L 17-30,16,80,5.00,0,,4,60,15.00,0,0,0,,0,0,0,,,,0,0
35,1981,3,1981-09-20,24-244,STL,,WAS,W 40-30,20,48,2.40,1,,3,29,9.67,0,0,0,,0,0,0,,,,1,6
36,1981,4,1981-09-27,24-251,STL,@,TAM,L 10-20,20,97,4.85,0,,3,8,2.67,0,0,0,,0,0,0,,,,0,0
37,1981,5,1981-10-04,24-258,STL,,DAL,W 20-17,20,72,3.60,0,,0,0,,0,0,0,,0,0,0,,,,0,0
38,1981,6,1981-10-11,24-265,STL,@,NYG,L 14-34,17,71,4.18,0,,5,47,9.40,0,0,0,,0,0,0,,,,0,0
39,1981,7,1981-10-18,24-272,STL,@,ATL,L 20-41,18,59,3.28,2,,6,47,7.83,0,0,0,,0,0,0,,,,2,12
40,1981,8,1981-10-25,24-279,STL,,MIN,W 30-17,23,77,3.35,0,,2,10,5.00,0,0,0,,0,0,0,,,,0,0
41,1981,9,1981-11-01,24-286,STL,@,WAS,L 21-42,18,122,6.78,0,,3,30,10.00,0,0,0,,0,0,0,,,,0,0
42,1981,10,1981-11-08,24-293,STL,,PHI,L 10-52,12,55,4.58,0,,3,27,9.00,0,0,0,,0,0,0,,,,0,0
43,1981,11,1981-11-15,24-300,STL,,BUF,W 24-0,27,177,6.56,2,,3,9,3.00,0,0,0,,0,0,0,,,,2,12
44,1981,12,1981-11-22,24-307,STL,@,BAL,W 35-24,29,130,4.48,2,,1,7,7.00,0,0,0,,0,0,0,,,,2,12
45,1981,13,1981-11-29,24-314,STL,@,NWE,W 27-20,25,95,3.80,1,,4,25,6.25,0,0,0,,0,0,0,,,,1,6
46,1981,14,1981-12-06,24-321,STL,,NOR,W 30-3,26,64,2.46,0,,2,16,8.00,0,0,0,,0,0,0,,,,0,0
47,1981,15,1981-12-13,24-328,STL,,NYG,L 10-20,18,75,4.17,0,,6,32,5.33,0,0,0,,0,0,0,,,,0,0
48,1981,16,1981-12-20,24-335,STL,@,PHI,L 0-38,19,102,5.37,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
49,1982,1,1982-09-12,25-236,STL,@,NOR,W 21-7,22,62,2.82,1,,0,0,,0,0,0,,0,0,0,,,,1,6
50,1982,2,1982-09-19,25-243,STL,,DAL,L 7-24,17,30,1.76,0,,4,26,6.50,0,0,0,,0,0,0,,,,0,0
51,1982,3,1982-11-21,25-306,STL,,SFO,L 20-31,15,65,4.33,1,,6,51,8.50,0,0,0,,0,0,0,,,,1,6
52,1982,4,1982-11-28,25-313,STL,@,ATL,W 23-20,20,122,6.10,1,,1,7,7.00,0,0,0,,0,0,0,,,,1,6
53,1982,6,1982-12-12,25-327,STL,,WAS,L 7-12,15,109,7.27,0,,0,0,,0,0,0,,0,0,0,,,,0,0
54,1982,7,1982-12-19,25-334,STL,@,CHI,W 10-7,16,58,3.63,0,,0,0,,0,0,0,,0,0,0,,,,0,0
55,1982,8,1982-12-26,25-341,STL,,NYG,W 24-21,30,110,3.67,0,,2,16,8.00,0,0,0,,0,0,0,,,,0,0
56,1982,9,1983-01-02,25-348,STL,@,WAS,L 0-28,10,31,3.10,0,,1,6,6.00,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
57,1983,1,1983-09-04,26-228,STL,@,NOR,L 17-28,18,60,3.33,0,,3,26,8.67,0,0,0,,0,0,0,,,,0,0
58,1983,2,1983-09-11,26-235,STL,,DAL,L 17-34,13,25,1.92,0,,3,30,10.00,0,0,0,,0,0,0,,,,0,0
59,1983,3,1983-09-18,26-242,STL,,SFO,L 27-42,4,10,2.50,0,,1,-2,-2.00,0,0,0,,0,0,0,,,,0,0
60,1983,4,1983-09-25,26-249,STL,@,PHI,W 14-11,29,133,4.59,0,,2,13,6.50,0,0,0,,0,0,0,,,,0,0
61,1983,5,1983-10-02,26-256,STL,@,KAN,L 14-38,21,106,5.05,1,,3,12,4.00,0,0,0,,0,0,0,,,,1,6
62,1983,6,1983-10-09,26-263,STL,,WAS,L 14-38,17,60,3.53,0,,3,19,6.33,0,0,0,,0,0,0,,,,0,0
63,1983,7,1983-10-16,26-270,STL,@,TAM,W 34-27,13,55,4.23,0,,3,23,7.67,0,0,0,,0,0,0,,,,0,0
64,1983,9,1983-10-30,26-284,STL,,MIN,W 41-31,24,136,5.67,1,,3,23,7.67,0,0,0,,0,0,0,,,,1,6
65,1983,10,1983-11-06,26-291,STL,@,WAS,L 7-45,15,73,4.87,0,,5,38,7.60,0,0,0,,0,0,0,,,,0,0
66,1983,11,1983-11-13,26-298,STL,,SEA,W 33-28,29,130,4.48,0,,7,47,6.71,0,0,0,,0,0,0,,,,0,0
67,1983,12,1983-11-20,26-305,STL,,SDG,W 44-14,28,113,4.04,1,,2,44,22.00,0,0,0,,0,0,0,,,,1,6
68,1983,13,1983-11-24,26-309,STL,@,DAL,L 17-35,13,37,2.85,0,,5,52,10.40,1,0,0,,0,0,0,,,,1,6
69,1983,14,1983-12-04,26-319,STL,@,NYG,W 10-6,25,57,2.28,0,,7,65,9.29,0,0,0,,0,0,0,,,,0,0
70,1983,15,1983-12-11,26-326,STL,@,RAI,W 34-24,24,119,4.96,1,,5,61,12.20,0,0,0,,0,0,0,,,,1,6
71,1983,16,1983-12-18,26-333,STL,,PHI,W 31-7,23,156,6.78,1,,2,8,4.00,0,0,0,,0,0,0,,,,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
72,1984,1,1984-09-02,27-227,STL,@,GNB,L 23-24,18,51,2.83,1,,3,12,4.00,0,0,0,,0,0,0,,,,1,6
73,1984,2,1984-09-09,27-234,STL,,BUF,W 37-7,20,83,4.15,1,,5,15,3.00,1,0,0,,0,0,0,,,,2,12
74,1984,3,1984-09-16,27-241,STL,@,IND,W 34-33,23,119,5.17,1,,4,32,8.00,0,0,0,,0,0,0,,,,1,6
75,1984,4,1984-09-23,27-248,STL,@,NOR,L 24-34,5,22,4.40,0,,2,3,1.50,0,0,0,,0,0,0,,,,0,0
76,1984,6,1984-10-07,27-262,STL,@,DAL,W 31-20,25,110,4.40,0,,0,0,,0,0,0,,0,0,0,,,,0,0
77,1984,7,1984-10-14,27-269,STL,,CHI,W 38-21,19,82,4.32,1,,2,10,5.00,1,0,0,,0,0,0,,,,2,12
78,1984,8,1984-10-21,27-276,STL,,WAS,W 26-24,16,76,4.75,0,,3,16,5.33,0,0,0,,0,0,0,,,,0,0
79,1984,9,1984-10-28,27-283,STL,@,PHI,W 34-14,18,75,4.17,0,,7,75,10.71,0,0,0,,0,0,0,,,,0,0
80,1984,10,1984-11-04,27-290,STL,,RAM,L 13-16,16,33,2.06,0,,11,74,6.73,0,0,0,,0,0,0,,,,0,0
81,1984,11,1984-11-11,27-297,STL,,DAL,L 17-24,19,69,3.63,0,,4,55,13.75,0,0,0,,0,0,0,,,,0,0
82,1984,12,1984-11-18,27-304,STL,@,NYG,L 10-16,24,111,4.63,0,,6,112,18.67,0,0,0,,0,0,0,,,,0,0
83,1984,13,1984-11-25,27-311,STL,,PHI,W 17-16,21,92,4.38,0,,3,4,1.33,0,0,0,,0,0,0,,,,0,0
84,1984,14,1984-12-02,27-318,STL,@,NWE,W 33-10,30,136,4.53,1,,3,35,11.67,0,0,0,,0,0,0,,,,1,6
85,1984,15,1984-12-09,27-325,STL,,NYG,W 31-21,23,91,3.96,1,,5,44,8.80,0,0,0,,0,0,0,,,,1,6
86,1984,16,1984-12-16,27-332,STL,@,WAS,L 27-29,12,24,2.00,0,,12,124,10.33,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
87,1985,1,1985-09-08,28-232,STL,@,CLE,W 27-24,17,55,3.24,1,,2,60,30.00,0,0,0,,0,0,0,,,,1,6
88,1985,2,1985-09-15,28-239,STL,,CIN,W 41-27,20,89,4.45,1,,4,42,10.50,0,0,0,,0,0,0,,,,1,6
89,1985,3,1985-09-22,28-246,STL,@,NYG,L 17-27,9,51,5.67,0,,5,44,8.80,0,0,0,,0,0,0,,,,0,0
90,1985,4,1985-09-29,28-253,STL,,GNB,W 43-28,20,104,5.20,1,,2,27,13.50,0,0,0,,0,0,0,,,,1,6
91,1985,5,1985-10-07,28-261,STL,@,WAS,L 10-27,9,63,7.00,1,,2,15,7.50,0,0,0,,0,0,0,,,,1,6
92,1985,6,1985-10-13,28-267,STL,@,PHI,L 7-30,14,36,2.57,0,,2,7,3.50,0,0,0,,0,0,0,,,,0,0
93,1985,7,1985-10-20,28-274,STL,@,PIT,L 10-23,16,88,5.50,0,,5,26,5.20,0,0,0,,0,0,0,,,,0,0
94,1985,9,1985-11-04,28-289,STL,,DAL,W 21-10,11,-10,-0.91,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0
95,1985,10,1985-11-10,28-295,STL,@,TAM,L 0-16,1,3,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
96,1986,1,1986-09-07,29-231,STL,,RAM,L 10-16,10,31,3.10,1,,3,28,9.33,0,0,0,,0,0,0,,,,1,6
97,1986,3,1986-09-21,29-245,STL,@,BUF,L 10-17,7,5,0.71,0,,2,13,6.50,0,0,0,,0,0,0,,,,0,0
98,1986,4,1986-09-29,29-253,STL,,DAL,L 7-31,16,65,4.06,1,,2,35,17.50,0,0,0,,0,0,0,,,,1,6
99,1986,5,1986-10-05,29-259,STL,,NYG,L 6-13,18,55,3.06,0,,3,15,5.00,0,0,0,,0,0,0,,,,0,0
100,1986,6,1986-10-12,29-266,NYG,,PHI,W 35-3,7,32,4.57,0,,1,-1,-1.00,0,0,0,,0,0,0,,,,0,0
101,1986,8,1986-10-27,29-281,NYG,,WAS,W 27-20,2,6,3.00,0,,2,12,6.00,0,0,0,,0,0,0,,,,0,0
102,1986,9,1986-11-02,29-287,NYG,,DAL,W 17-14,4,12,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
103,1986,11,1986-11-16,29-301,NYG,@,MIN,W 22-20,0,0,,0,,4,19,4.75,0,0,0,,0,0,0,,,,0,0
104,1986,12,1986-11-23,29-308,NYG,,DEN,W 19-16,0,0,,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0
105,1986,13,1986-12-01,29-316,NYG,@,SFO,W 21-17,2,1,0.50,1,,1,12,12.00,0,0,0,,0,0,0,,,,1,6
106,1986,15,1986-12-14,29-329,NYG,,STL,W 27-7,3,9,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
107,1986,16,1986-12-20,29-335,NYG,,GNB,W 55-24,6,21,3.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
108,1987,1,1987-09-14,30-238,NYG,@,CHI,L 19-34,0,0,,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0
109,1987,2,1987-09-20,30-244,NYG,,DAL,L 14-16,2,6,3.00,0,,1,7,7.00,0,0,0,,0,0,0,,,,0,0
110,1987,8,1987-11-08,30-293,NYG,,NWE,W 17-10,0,0,,0,,0,0,,0,,,,,,,,,,,
111,1987,10,1987-11-22,30-307,NYG,@,NOR,L 14-23,0,0,,0,,0,0,,0,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
112,1988,1,1988-09-05,31-230,NYG,,WAS,W 27-20,0,0,,0,,0,0,,0,,,,,,,,,,,
113,1988,2,1988-09-11,31-236,NYG,,SFO,L 17-20,0,0,,0,,1,4,4.00,0,0,0,,0,0,0,,,,0,0
114,1988,3,1988-09-18,31-243,NYG,@,DAL,W 12-10,4,13,3.25,0,,0,0,,0,0,0,,0,0,0,,,,0,0
115,1988,4,1988-09-25,31-250,NYG,,RAM,L 31-45,2,5,2.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
116,1988,5,1988-10-02,31-257,NYG,@,WAS,W 24-23,3,7,2.33,1,,0,0,,0,0,0,,0,0,0,,,,1,6
117,1988,6,1988-10-10,31-265,NYG,@,PHI,L 13-24,0,0,,0,,2,22,11.00,0,0,0,,0,0,0,,,,0,0
118,1988,7,1988-10-16,31-271,NYG,,DET,W 30-10,13,41,3.15,0,,1,10,10.00,0,0,0,,0,0,0,,,,0,0
119,1988,8,1988-10-23,31-278,NYG,@,ATL,W 23-16,5,10,2.00,1,,1,6,6.00,0,0,0,,0,0,0,,,,1,6
120,1988,9,1988-10-30,31-285,NYG,@,DET,W 13-10,6,17,2.83,0,,3,10,3.33,0,0,0,,0,0,0,,,,0,0
121,1988,10,1988-11-06,31-292,NYG,,DAL,W 29-21,9,32,3.56,1,,1,5,5.00,0,0,0,,0,0,0,,,,1,6
122,1988,11,1988-11-13,31-299,NYG,@,PHO,L 17-24,1,1,1.00,1,,0,0,,0,0,0,,0,0,0,,,,1,6
123,1988,12,1988-11-20,31-306,NYG,,PHI,L 17-23,0,0,,0,,0,0,,0,,,,,,,,,,,
124,1988,13,1988-11-27,31-313,NYG,@,NOR,W 13-12,0,0,,0,,0,0,,0,,,,,,,,,,,
125,1988,14,1988-12-04,31-320,NYG,,PHO,W 44-7,11,34,3.09,3,,0,0,,0,0,0,,0,0,0,,,,3,18
126,1988,15,1988-12-11,31-327,NYG,,KAN,W 28-12,5,14,2.80,1,,0,0,,0,0,0,,0,0,0,,,,1,6
127,1988,16,1988-12-18,31-334,NYG,@,NYJ,L 21-27,6,34,5.67,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
128,1989,1,1989-09-11,32-235,NYG,@,WAS,W 27-24,23,93,4.04,1,,1,4,4.00,0,0,0,,0,0,0,,,,1,6
129,1989,2,1989-09-17,32-241,NYG,,DET,W 24-14,25,85,3.40,1,,1,13,13.00,0,0,0,,0,0,0,,,,1,6
130,1989,3,1989-09-24,32-248,NYG,,PHO,W 35-7,21,98,4.67,1,,2,15,7.50,0,0,0,,0,0,0,,,,1,6
131,1989,4,1989-10-01,32-255,NYG,@,DAL,W 30-13,16,45,2.81,1,,3,59,19.67,0,0,0,,0,0,0,,,,1,6
132,1989,5,1989-10-08,32-262,NYG,@,PHI,L 19-21,13,25,1.92,0,,2,11,5.50,0,0,0,,0,0,0,,,,0,0
133,1989,6,1989-10-15,32-269,NYG,,WAS,W 20-17,25,101,4.04,0,,0,0,,0,0,0,,0,0,0,,,,0,0
134,1989,7,1989-10-22,32-276,NYG,@,SDG,W 20-13,27,96,3.56,2,,2,14,7.00,0,0,0,,0,0,0,,,,2,12
135,1989,8,1989-10-30,32-284,NYG,,MIN,W 24-14,29,66,2.28,1,,1,17,17.00,0,0,0,,0,0,0,,,,1,6
136,1989,9,1989-11-05,32-290,NYG,@,PHO,W 20-13,27,89,3.30,0,,2,29,14.50,0,0,0,,0,0,0,,,,0,0
137,1989,10,1989-11-12,32-297,NYG,@,RAM,L 10-31,9,7,0.78,1,,5,32,6.40,0,0,0,,0,0,0,,,,1,6
138,1989,11,1989-11-19,32-304,NYG,,SEA,W 15-3,23,65,2.83,0,,0,0,,0,0,0,,0,0,0,,,,0,0
139,1989,12,1989-11-27,32-312,NYG,@,SFO,L 24-34,5,8,1.60,1,,4,31,7.75,0,0,0,,0,0,0,,,,1,6
140,1989,13,1989-12-03,32-318,NYG,,PHI,L 17-24,16,46,2.88,1,,0,0,,0,0,0,,0,0,0,,,,1,6
141,1989,14,1989-12-10,32-325,NYG,@,DEN,W 14-7,18,34,1.89,1,,1,7,7.00,0,0,0,,0,0,0,,,,1,6
142,1989,15,1989-12-16,32-331,NYG,,DAL,W 15-0,25,91,3.64,1,,2,20,10.00,0,0,0,,0,0,0,,,,1,6
143,1989,16,1989-12-24,32-339,NYG,,RAI,W 34-17,23,74,3.22,2,,2,16,8.00,0,0,0,,0,0,0,,,,2,12
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
144,1990,1,1990-09-09,33-233,NYG,,PHI,W 27-20,2,3,1.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
145,1990,2,1990-09-16,33-240,NYG,@,DAL,W 28-7,11,41,3.73,1,,1,9,9.00,0,0,0,,0,0,0,,,,1,6
146,1990,3,1990-09-23,33-247,NYG,,MIA,W 20-3,25,72,2.88,2,,1,9,9.00,0,0,0,,0,0,0,,,,2,12
147,1990,4,1990-09-30,33-254,NYG,,DAL,W 31-17,17,79,4.65,0,,2,21,10.50,0,0,0,,0,0,0,,,,0,0
148,1990,5,1990-10-14,33-268,NYG,@,WAS,W 24-20,18,40,2.22,1,,2,21,10.50,0,0,0,,0,0,0,,,,1,6
149,1990,6,1990-10-21,33-275,NYG,,PHO,W 20-19,11,88,8.00,1,,1,-2,-2.00,0,0,0,,0,0,0,,,,1,6
150,1990,7,1990-10-28,33-282,NYG,,WAS,W 21-10,24,92,3.83,0,,2,12,6.00,0,0,0,,0,0,0,,,,0,0
151,1990,8,1990-11-05,33-290,NYG,@,IND,W 24-7,14,55,3.93,2,,3,24,8.00,0,0,0,,0,0,0,,,,2,12
152,1990,9,1990-11-11,33-296,NYG,@,RAM,W 31-7,18,60,3.33,1,,3,21,7.00,0,0,0,,0,0,0,,,,1,6
153,1990,10,1990-11-18,33-303,NYG,,DET,W 20-0,23,91,3.96,0,,0,0,,0,0,0,,0,0,0,,,,0,0
154,1990,11,1990-11-25,33-310,NYG,@,PHI,L 13-31,3,9,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
155,1990,12,1990-12-03,33-318,NYG,@,SFO,L 3-7,19,39,2.05,0,,1,0,0.00,0,0,0,,0,0,0,,,,0,0
156,1990,13,1990-12-09,33-324,NYG,,MIN,W 23-15,15,26,1.73,2,,1,11,11.00,0,0,0,,0,0,0,,,,2,12
157,1990,14,1990-12-15,33-330,NYG,,BUF,L 13-17,5,0,0.00,1,,0,0,,0,0,0,,0,0,0,,,,1,6
158,1990,15,1990-12-23,33-338,NYG,@,PHO,W 24-21,4,16,4.00,0,,1,13,13.00,0,0,0,,0,0,0,,,,0,0
159,1990,16,1990-12-30,33-345,NYG,@,NWE,W 13-10,16,73,4.56,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
