
16,2004,16,2005-01-02,25-044,KAN,@,SDG,L 17-24,17,46,2.71,1,10,8,115,14.38,1,0,0,,0,0,0,,,,2,12,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
17,2005,1,2005-09-11,25-296,KAN,,NYJ,W 27-7,9,110,12.22,2,3,1,11,11.00,0,0,0,,0,0,0,,,,2,12,0.0,0,0
18,2005,2,2005-09-18,25-303,KAN,@,OAK,W 23-17,9,41,4.56,1,0,0,0,,0,0,0,,0,0,0,,,,1,6,0.0,0,0
19,2005,3,2005-09-26,25-311,KAN,@,DEN,L 10-30,8,13,1.63,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
20,2005,4,2005-10-02,25-317,KAN,,PHI,L 31-37,7,34,4.86,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
21,2005,5,2005-10-16,25-331,KAN,,WAS,W 28-21,13,53,4.08,0,1,1,2,2.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
22,2005,6,2005-10-21,25-336,KAN,@,MIA,W 30-20,23,93,4.04,1,1,1,26,26.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
23,2005,7,2005-10-30,25-345,KAN,@,SDG,L 20-28,6,55,9.17,0,5,3,28,9.33,0,0,0,,0,0,0,,,,0,0,0.0,0,0
24,2005,8,2005-11-06,25-352,KAN,,OAK,W 27-23,22,107,4.86,2,6,3,48,16.00,0,0,0,,0,0,0,,,,2,12,0.0,0,0
25,2005,9,2005-11-13,25-359,KAN,@,BUF,L 3-14,27,132,4.89,0,6,5,46,9.20,0,0,0,,0,0,0,,,,0,0,0.0,0,0
26,2005,10,2005-11-20,26-001,KAN,@,HOU,W 45-17,36,211,5.86,2,1,1,6,6.00,0,0,0,,0,0,0,,,,2,12,0.0,0,0
27,2005,11,2005-11-27,26-008,KAN,,NWE,W 26-16,31,119,3.84,1,6,5,53,10.60,0,0,0,,0,0,0,,,,1,6,0.0,0,0
28,2005,12,2005-12-04,26-015,KAN,,DEN,W 31-27,30,140,4.67,2,2,2,9,4.50,0,0,0,,0,0,0,,,,2,12,0.0,0,0
29,2005,13,2005-12-11,26-022,KAN,@,DAL,L 28-31,26,143,5.50,3,5,3,28,9.33,0,0,0,,0,0,0,,,,3,18,0.0,0,0
30,2005,14,2005-12-17,26-028,KAN,@,NYG,L 17-27,31,167,5.39,2,4,2,17,8.50,0,0,0,,0,0,0,,,,2,12,0.0,0,0
31,2005,15,2005-12-24,26-035,KAN,,SDG,W 20-7,32,131,4.09,1,6,4,48,12.00,1,0,0,,0,0,0,,,,2,12,0.0,0,0
32,2005,16,2006-01-01,26-043,KAN,,CIN,W 37-3,26,201,7.73,3,2,2,21,10.50,0,0,0,,0,0,0,,,,3,18,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
33,2006,1,2006-09-10,26-295,KAN,,CIN,L 10-23,17,68,4.00,0,7,5,80,16.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
34,2006,2,2006-09-17,26-302,KAN,@,DEN,L 6-9,27,126,4.67,0,5,5,41,8.20,0,0,0,,0,0,0,,,,0,0,0.0,0,0
35,2006,3,2006-10-01,26-316,KAN,,SFO,W 41-0,30,101,3.37,2,4,4,41,10.25,0,0,0,,0,0,0,,,,2,12,0.0,0,0
36,2006,4,2006-10-08,26-323,KAN,@,ARI,W 23-20,16,36,2.25,0,8,6,106,17.67,1,0,0,,0,0,0,,,,1,6,0.0,0,0
37,2006,5,2006-10-15,26-330,KAN,@,PIT,L 7-45,15,26,1.73,1,4,3,6,2.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
38,2006,6,2006-10-22,26-337,KAN,,SDG,W 30-27,28,132,4.71,2,4,2,29,14.50,0,0,0,,0,0,0,,,,2,12,0.0,0,0
39,2006,7,2006-10-29,26-344,KAN,,SEA,W 35-28,39,155,3.97,3,5,2,26,13.00,1,0,0,,0,0,0,,,,4,24,0.0,0,0
40,2006,8,2006-11-05,26-351,KAN,@,STL,W 31-17,27,172,6.37,1,2,0,0,,0,0,0,,0,0,0,,,,1,6,0.0,0,0
41,2006,9,2006-11-12,26-358,KAN,@,MIA,L 10-13,18,75,4.17,1,6,2,14,7.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
42,2006,10,2006-11-19,27-000,KAN,,OAK,W 17-13,31,154,4.97,2,0,0,0,,0,0,0,,0,0,0,,,,2,12,0.0,0,0
43,2006,11,2006-11-23,27-004,KAN,,DEN,W 19-10,34,157,4.62,1,3,1,6,6.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
44,2006,12,2006-12-03,27-014,KAN,@,CLE,L 28-31,28,110,3.93,0,2,2,26,13.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
45,2006,13,2006-12-10,27-021,KAN,,BAL,L 10-20,23,120,5.22,0,2,1,4,4.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
46,2006,14,2006-12-17,27-028,KAN,@,SDG,L 9-20,19,84,4.42,0,6,3,9,3.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
47,2006,15,2006-12-23,27-034,KAN,@,OAK,W 20-9,31,135,4.35,1,2,0,0,,0,0,0,,0,0,0,,,,1,6,0.0,0,0
48,2006,16,2006-12-31,27-042,KAN,,JAX,W 35-30,33,138,4.18,3,6,5,22,4.40,0,0,1,0.00,0,0,0,39.6,0.00,0.00,3,18,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
49,2007,1,2007-09-09,27-294,KAN,@,HOU,L 3-20,10,43,4.30,0,8,7,44,6.29,0,0,0,,0,0,0,,,,0,0,0.0,0,0
50,2007,2,2007-09-16,27-301,KAN,@,CHI,L 10-20,16,55,3.44,0,5,3,32,10.67,0,0,0,,0,0,0,,,,0,0,0.0,0,0
51,2007,3,2007-09-23,27-308,KAN,,MIN,W 13-10,24,42,1.75,0,1,1,-5,-5.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
52,2007,4,2007-09-30,27-315,KAN,@,SDG,W 30-16,25,123,4.92,0,5,3,25,8.33,0,0,0,,0,0,0,,,,0,0,0.0,0,0
53,2007,5,2007-10-07,27-322,KAN,,JAX,L 7-17,9,12,1.33,0,6,5,3,0.60,0,0,0,,0,0,0,,,,0,0,0.0,0,0
54,2007,6,2007-10-14,27-329,KAN,,CIN,W 27-20,31,119,3.84,1,3,2,24,12.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
55,2007,7,2007-10-21,27-336,KAN,@,OAK,W 12-10,24,112,4.67,1,10,6,21,3.50,0,0,1,0.00,0,0,0,39.6,0.00,0.00,1,6,0.0,0,0
56,2007,8,2007-11-04,27-350,KAN,,GNB,L 22-33,19,53,2.79,1,3,3,42,14.00,1,0,0,,0,0,0,,,,2,12,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
57,2008,1,2008-09-07,28-293,KAN,@,NWE,L 10-17,22,74,3.36,0,1,1,12,12.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
58,2008,2,2008-09-14,28-300,KAN,,OAK,L 8-23,12,22,1.83,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
59,2008,3,2008-09-21,28-307,KAN,@,ATL,L 14-38,24,121,5.04,1,0,0,0,,0,0,0,,0,0,0,,,,1,6,0.0,0,0
60,2008,4,2008-09-28,28-314,KAN,,DEN,W 33-19,28,198,7.07,2,5,5,0,0.00,0,0,0,,0,0,0,,,,2,12,0.0,1,0
61,2008,5,2008-10-05,28-321,KAN,@,CAR,L 0-34,7,2,0.29,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
62,2008,10,2008-11-16,28-363,KAN,,NOR,L 20-30,19,67,3.53,0,1,1,20,20.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
63,2008,11,2008-11-23,29-004,KAN,,BUF,L 31-54,7,81,11.57,0,3,2,24,12.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
64,2008,12,2008-11-30,29-011,KAN,@,OAK,W 20-13,24,92,3.83,1,1,0,0,,0,0,0,,0,0,0,,,,1,6,0.0,0,0
65,2008,13,2008-12-07,29-018,KAN,@,DEN,L 17-24,11,36,3.27,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
66,2008,14,2008-12-14,29-025,KAN,,SDG,L 21-22,17,55,3.24,0,4,3,18,6.00,0,1,1,100.00,4,1,0,122.9,4.00,24.00,0,0,0.0,0,0
67,2008,15,2008-12-21,29-032,KAN,,MIA,L 31-38,12,108,9.00,1,0,0,0,,0,0,0,,0,0,0,,,,1,6,0.0,0,0
68,2008,16,2008-12-28,29-039,KAN,@,CIN,L 6-16,10,18,1.80,0,2,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
69,2009,1,2009-09-13,29-298,KAN,@,BAL,L 24-38,11,20,1.82,0,1,1,6,6.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
70,2009,2,2009-09-20,29-305,KAN,,OAK,L 10-13,24,78,3.25,0,4,3,41,13.67,0,0,0,,0,0,0,,,,0,0,0.0,0,0
71,2009,3,2009-09-27,29-312,KAN,@,PHI,L 14-34,19,38,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
72,2009,4,2009-10-04,29-319,KAN,,NYG,L 16-27,18,72,4.00,0,5,3,1,0.33,0,0,0,,0,0,0,,,,0,0,0.0,0,0
73,2009,5,2009-10-11,29-326,KAN,,DAL,L 20-26,21,37,1.76,0,2,1,9,9.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
74,2009,6,2009-10-18,29-333,KAN,@,WAS,W 14-6,23,83,3.61,0,4,3,12,4.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
75,2009,7,2009-10-25,29-340,KAN,,SDG,L 7-37,16,49,3.06,0,1,1,7,7.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
76,2009,10,2009-11-22,30-003,CIN,@,OAK,L 17-20,2,5,2.50,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
77,2009,11,2009-11-29,30-010,CIN,,CLE,W 16-7,22,107,4.86,0,2,2,-2,-1.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
78,2009,12,2009-12-06,30-017,CIN,,DET,W 23-13,2,4,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
79,2009,13,2009-12-13,30-024,CIN,@,MIN,L 10-30,3,4,1.33,0,1,1,6,6.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
80,2009,14,2009-12-20,30-031,CIN,@,SDG,L 24-27,4,35,8.75,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
81,2009,15,2009-12-27,30-038,CIN,,KAN,W 17-10,4,11,2.75,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
82,2009,16,2010-01-03,30-045,CIN,@,NYJ,L 0-37,9,38,4.22,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
83,2010,1,2010-09-12,30-297,WAS,,DAL,W 13-7,3,9,3.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
84,2010,2,2010-09-19,30-304,WAS,,HOU,L 27-30,2,-7,-3.50,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
85,2011,2,2011-09-18,31-303,MIA,,HOU,L 13-23,1,2,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,0.0,0,0
,,,85 Games,,,,,41-44-0,1427,6223,4.36,55,226,154,1373,8.92,6,1,3,33.33,4,1,0,81.9,1.33,8.00,61,366,0.0,1,0
