
31,1988,3,1988-09-18,27-186,NOR,@,DET,W 22-14,0,0,,0,,0,0,,0,0,0,,0,2,0,0.00,0,0,0
32,1988,4,1988-09-25,27-193,NOR,,TAM,W 13-9,0,0,,0,,0,0,,0,2,38,19.00,0,1,22,22.00,0,0,0
33,1988,5,1988-10-03,27-201,NOR,,DAL,W 20-17,0,0,,0,,0,0,,0,4,86,21.50,0,1,10,10.00,0,0,0
34,1988,6,1988-10-09,27-207,NOR,@,SDG,W 23-17,0,0,,0,,0,0,,0,2,44,22.00,0,3,39,13.00,0,0,0
35,1988,7,1988-10-16,27-214,NOR,@,SEA,W 20-19,0,0,,0,,0,0,,0,4,78,19.50,0,1,0,0.00,0,0,0
36,1988,9,1988-10-30,27-228,NOR,,RAM,L 10-12,,,,,,,,,,0,0,,0,0,0,,0,,
37,1988,10,1988-11-06,27-235,NOR,@,WAS,L 24-27,0,0,,0,,0,0,,0,4,79,19.75,0,1,13,13.00,0,0,0
38,1988,11,1988-11-13,27-242,NOR,@,RAM,W 14-10,0,0,,0,,0,0,,0,1,17,17.00,0,4,58,14.50,0,0,0
39,1988,12,1988-11-20,27-249,NOR,,DEN,W 42-0,0,0,,0,,0,0,,0,1,17,17.00,0,2,77,38.50,1,1,6
40,1988,13,1988-11-27,27-256,NOR,,NYG,L 12-13,0,0,,0,,0,0,,0,0,0,,0,4,39,9.75,0,0,0
41,1988,14,1988-12-04,27-263,NOR,@,MIN,L 3-45,0,0,,0,,0,0,,0,3,57,19.00,0,3,31,10.33,0,0,0
42,1988,15,1988-12-11,27-270,NOR,@,SFO,L 17-30,0,0,,0,,0,0,,0,2,44,22.00,0,1,4,4.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
43,1989,1,1989-09-10,28-178,DET,,PHO,L 13-16,2,8,4.00,0,,1,30,30.00,0,3,66,22.00,0,2,18,9.00,0,0,0
44,1989,2,1989-09-17,28-185,DET,@,NYG,L 14-24,0,0,,0,,0,0,,0,2,38,19.00,0,1,0,0.00,0,0,0
45,1989,3,1989-09-24,28-192,DET,,CHI,L 27-47,1,14,14.00,0,,0,0,,0,6,165,27.50,0,1,2,2.00,0,0,0
46,1989,4,1989-10-01,28-199,DET,,PIT,L 3-23,0,0,,0,,0,0,,0,2,73,36.50,0,4,40,10.00,0,0,0
47,1989,10,1989-11-12,28-241,DET,,GNB,W 31-22,0,0,,0,,0,0,,0,4,120,30.00,0,0,0,,0,0,0
48,1989,11,1989-11-19,28-248,DET,@,CIN,L 7-42,0,0,,0,,1,17,17.00,0,1,19,19.00,0,0,0,,0,0,0
49,1989,12,1989-11-23,28-252,DET,,CLE,W 13-10,0,0,,0,,0,0,,0,1,36,36.00,0,0,0,,0,0,0
50,1989,13,1989-12-03,28-262,DET,,NOR,W 21-14,0,0,,0,,0,0,,0,2,48,24.00,0,0,0,,0,0,0
51,1989,15,1989-12-17,28-276,DET,,TAM,W 33-7,0,0,,0,,0,0,,0,1,37,37.00,0,2,11,5.50,0,0,0
52,1989,16,1989-12-24,28-283,DET,@,ATL,W 31-24,0,0,,0,,0,0,,0,2,38,19.00,0,1,5,5.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
53,1990,1,1990-09-09,29-177,DET,,TAM,L 21-38,0,0,,0,,0,0,,0,2,110,55.00,0,2,24,12.00,0,0,0
54,1990,2,1990-09-16,29-184,DET,,ATL,W 21-14,0,0,,0,,0,0,,0,0,0,,0,6,32,5.33,0,0,0
55,1990,3,1990-09-23,29-191,DET,@,TAM,L 20-23,0,0,,0,,0,0,,0,3,83,27.67,0,2,10,5.00,0,0,0
56,1990,4,1990-09-30,29-198,DET,,GNB,L 21-24,0,0,,0,,0,0,,0,4,105,26.25,0,3,23,7.67,0,0,0
57,1990,5,1990-10-07,29-205,DET,@,MIN,W 34-27,0,0,,0,,0,0,,0,2,45,22.50,0,3,77,25.67,0,0,0
58,1990,6,1990-10-14,29-212,DET,@,KAN,L 24-43,0,0,,0,,0,0,,0,3,39,13.00,0,0,0,,0,0,0
59,1990,7,1990-10-28,29-226,DET,@,NOR,W 27-10,0,0,,0,,0,0,,0,3,33,11.00,0,3,35,11.67,0,0,0
60,1990,8,1990-11-04,29-233,DET,,WAS,L 38-41,0,0,,0,,0,0,,0,4,59,14.75,0,1,7,7.00,0,0,0
61,1990,9,1990-11-11,29-240,DET,,MIN,L 7-17,0,0,,0,,0,0,,0,2,58,29.00,0,3,51,17.00,0,0,0
62,1990,10,1990-11-18,29-247,DET,@,NYG,L 0-20,0,0,,0,,0,0,,0,2,45,22.50,0,0,0,,0,0,0
63,1990,11,1990-11-22,29-251,DET,,DEN,W 40-27,0,0,,0,,0,0,,0,3,67,22.33,0,1,7,7.00,0,0,0
64,1990,12,1990-12-02,29-261,DET,@,CHI,L 17-23,0,0,,0,,0,0,,0,5,103,20.60,0,4,24,6.00,0,0,0
65,1990,13,1990-12-10,29-269,DET,,RAI,L 31-38,0,0,,0,,0,0,,0,3,113,37.67,0,1,5,5.00,0,0,0
66,1990,14,1990-12-16,29-275,DET,,CHI,W 38-21,0,0,,0,,0,0,,0,1,19,19.00,0,4,53,13.25,0,0,0
67,1990,15,1990-12-22,29-281,DET,@,GNB,W 24-17,0,0,,0,,0,0,,0,2,34,17.00,0,1,13,13.00,0,0,0
68,1990,16,1990-12-30,29-289,DET,@,SEA,L 10-30,0,0,,0,,0,0,,0,2,26,13.00,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
69,1991,1,1991-09-01,30-169,DET,@,WAS,L 0-45,1,6,6.00,0,,0,0,,0,4,101,25.25,0,0,0,,0,0,0
70,1991,2,1991-09-08,30-176,DET,,GNB,W 23-14,0,0,,0,,2,36,18.00,0,3,103,34.33,0,1,24,24.00,0,0,0
71,1991,3,1991-09-15,30-183,DET,,MIA,W 17-13,0,0,,0,,1,6,6.00,0,3,57,19.00,0,4,49,12.25,0,0,0
72,1991,4,1991-09-22,30-190,DET,@,IND,W 33-24,0,0,,0,,0,0,,0,2,29,14.50,0,3,37,12.33,0,0,0
73,1991,5,1991-09-29,30-197,DET,,TAM,W 31-3,1,5,5.00,0,,0,0,,0,2,84,42.00,0,2,55,27.50,0,0,0
74,1991,6,1991-10-06,30-204,DET,,MIN,W 24-20,0,0,,0,,0,0,,0,3,64,21.33,0,3,37,12.33,0,0,0
75,1991,7,1991-10-20,30-218,DET,@,SFO,L 3-35,0,0,,0,,0,0,,0,5,108,21.60,0,0,0,,0,0,0
76,1991,8,1991-10-27,30-225,DET,,DAL,W 34-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,,
77,1991,9,1991-11-03,30-232,DET,@,CHI,L 10-20,0,0,,0,,0,0,,0,2,42,21.00,0,2,10,5.00,0,0,0
78,1991,10,1991-11-10,30-239,DET,@,TAM,L 21-30,0,0,,0,,0,0,,0,3,72,24.00,0,0,0,,0,0,0
79,1991,11,1991-11-17,30-246,DET,,RAM,W 21-10,0,0,,0,,0,0,,0,2,41,20.50,0,2,21,10.50,0,0,0
80,1991,12,1991-11-24,30-253,DET,@,MIN,W 34-14,0,0,,0,,0,0,,0,1,71,71.00,0,2,25,12.50,0,0,0
81,1991,13,1991-11-28,30-257,DET,,CHI,W 16-6,0,0,,0,,0,0,,0,2,91,45.50,0,3,32,10.67,0,0,0
82,1991,14,1991-12-08,30-267,DET,,NYJ,W 34-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,,
83,1991,15,1991-12-15,30-274,DET,@,GNB,W 21-17,0,0,,0,,0,0,,0,3,38,12.67,0,2,89,44.50,1,1,6
84,1991,16,1991-12-22,30-281,DET,@,BUF,W 17-14,0,0,,0,,0,0,,0,1,28,28.00,0,1,6,6.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
85,1992,1,1992-09-06,31-174,DET,@,CHI,L 24-27,0,0,,0,,0,0,,0,3,66,22.00,0,1,6,6.00,0,0,0
86,1992,2,1992-09-13,31-181,DET,,MIN,W 31-17,0,0,,0,,0,0,,0,3,84,28.00,0,1,58,58.00,1,1,6
87,1992,3,1992-09-20,31-188,DET,@,WAS,L 10-13,0,0,,0,,0,0,,0,2,45,22.50,0,2,15,7.50,0,0,0
88,1992,4,1992-09-27,31-195,DET,,TAM,L 23-27,0,0,,0,,0,0,,0,3,123,41.00,1,1,2,2.00,0,1,6
89,1992,5,1992-10-04,31-202,DET,,NOR,L 7-13,0,0,,0,,0,0,,0,4,93,23.25,0,2,30,15.00,0,0,0
90,1992,6,1992-10-15,31-213,DET,@,MIN,L 14-31,0,0,,0,,0,0,,0,3,75,25.00,0,2,20,10.00,0,0,0
91,1992,7,1992-10-25,31-223,DET,@,TAM,W 38-7,0,0,,0,1,0,0,,0,2,111,55.50,0,0,0,,0,0,0
92,1992,8,1992-11-01,31-230,DET,,GNB,L 13-27,0,0,,0,,0,0,,0,2,34,17.00,0,0,0,,0,0,0
93,1992,9,1992-11-08,31-237,DET,,DAL,L 3-37,0,0,,0,,0,0,,0,8,178,22.25,0,1,7,7.00,0,0,0
94,1992,10,1992-11-15,31-244,DET,@,PIT,L 14-17,0,0,,0,,0,0,,0,2,30,15.00,0,3,11,3.67,0,0,0
95,1992,11,1992-11-22,31-251,DET,@,CIN,W 19-13,0,0,,0,,0,0,,0,2,55,27.50,0,1,4,4.00,0,0,0
96,1992,12,1992-11-26,31-255,DET,,HOU,L 21-24,0,0,,0,,0,0,,0,2,18,9.00,0,1,9,9.00,0,0,0
97,1992,13,1992-12-06,31-265,DET,@,GNB,L 10-38,0,0,,0,,0,0,,0,3,31,10.33,0,0,0,,0,0,0
98,1992,14,1992-12-13,31-272,DET,,CLE,W 24-14,0,0,,0,,0,0,,0,2,41,20.50,0,1,5,5.00,0,0,0
99,1992,15,1992-12-20,31-279,DET,,CHI,W 16-3,0,0,,0,,0,0,,0,1,22,22.00,0,2,8,4.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
100,1993,1,1993-09-05,32-173,DET,,ATL,W 30-13,0,0,,0,,0,0,,0,3,43,14.33,0,6,52,8.67,0,0,0
101,1993,2,1993-09-12,32-180,DET,@,NWE,W 19-16,0,0,,0,,0,0,,0,4,98,24.50,0,1,12,12.00,0,0,0
102,1993,3,1993-09-19,32-187,DET,@,NOR,L 3-14,0,0,,0,,0,0,,0,0,0,,0,1,2,2.00,0,0,0
103,1993,4,1993-09-26,32-194,DET,,PHO,W 26-20,0,0,,0,,0,0,,0,2,87,43.50,0,2,21,10.50,0,0,0
104,1993,5,1993-10-03,32-201,DET,@,TAM,L 10-27,0,0,,0,,0,0,,0,1,17,17.00,0,2,26,13.00,0,0,0
105,1993,6,1993-10-17,32-215,DET,,SEA,W 30-10,0,0,,0,,0,0,,0,3,117,39.00,1,3,42,14.00,0,1,6
106,1993,7,1993-10-24,32-222,DET,@,RAM,W 16-13,0,0,,0,,0,0,,0,1,11,11.00,0,1,-1,-1.00,0,0,0
107,1993,12,1993-12-05,32-264,DET,,MIN,L 0-13,0,0,,0,,0,0,,0,3,54,18.00,0,2,14,7.00,0,0,0
108,1993,13,1993-12-12,32-271,DET,@,PHO,W 21-14,0,0,,0,,0,0,,0,3,53,17.67,0,2,0,0.00,0,0,0
109,1993,14,1993-12-19,32-278,DET,,SFO,L 17-55,0,0,,0,,0,0,,0,3,88,29.33,0,0,0,,0,0,0
110,1993,16,1994-01-02,32-292,DET,,GNB,W 30-20,0,0,,0,,0,0,,0,5,120,24.00,0,3,29,9.67,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
111,1994,1,1994-09-04,33-172,DET,,ATL,W 31-28,0,0,,0,,0,0,,0,3,74,24.67,0,2,29,14.50,0,0,0
112,1994,2,1994-09-11,33-179,DET,@,MIN,L 3-10,0,0,,0,0,0,0,,0,2,57,28.50,0,5,66,13.20,0,0,0
113,1994,3,1994-09-19,33-187,DET,@,DAL,W 20-17,0,0,,0,,0,0,,0,3,59,19.67,0,2,20,10.00,0,0,0
114,1994,4,1994-09-25,33-193,DET,,NWE,L 17-23,0,0,,0,0,0,0,,0,4,103,25.75,0,2,18,9.00,0,0,0
115,1994,5,1994-10-02,33-200,DET,@,TAM,L 14-24,0,0,,0,0,0,0,,0,4,100,25.00,0,0,0,,0,0,0
116,1994,6,1994-10-09,33-207,DET,,SFO,L 21-27,0,0,,0,0,0,0,,0,5,151,30.20,0,2,24,12.00,0,0,0
117,1994,7,1994-10-23,33-221,DET,,CHI,W 21-16,0,0,,0,0,0,0,,0,4,174,43.50,1,1,3,3.00,0,1,6
118,1994,8,1994-10-30,33-228,DET,@,NYG,W 28-25,0,0,,0,0,0,0,,0,3,69,23.00,0,2,20,10.00,0,0,0
119,1994,9,1994-11-06,33-235,DET,@,GNB,L 30-38,0,0,,0,0,0,0,,0,1,91,91.00,1,2,24,12.00,0,1,6
120,1994,10,1994-11-13,33-242,DET,,TAM,W 14-9,0,0,,0,0,0,0,,0,2,25,12.50,0,0,0,,0,0,0
121,1994,11,1994-11-20,33-249,DET,@,CHI,L 10-20,0,0,,0,0,0,0,,0,2,37,18.50,0,0,0,,0,0,0
122,1994,12,1994-11-24,33-253,DET,,BUF,W 35-21,0,0,,0,0,0,0,,0,3,67,22.33,0,1,6,6.00,0,0,0
123,1994,13,1994-12-04,33-263,DET,,GNB,W 34-31,0,0,,0,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0
124,1994,14,1994-12-10,33-269,DET,@,NYJ,W 18-7,0,0,,0,0,0,0,,0,1,14,14.00,0,1,9,9.00,0,0,0
125,1994,15,1994-12-17,33-276,DET,,MIN,W 41-19,0,0,,0,0,0,0,,0,4,172,43.00,1,1,14,14.00,0,1,6
126,1994,16,1994-12-25,33-284,DET,@,MIA,L 20-27,0,0,,0,0,0,0,,0,2,39,19.50,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
127,1995,1,1995-09-03,34-171,HOU,@,JAX,W 10-3,0,0,,0,0,0,0,,0,1,19,19.00,0,4,27,6.75,0,0,0
128,1995,2,1995-09-10,34-178,HOU,,PIT,L 17-34,0,0,,0,0,0,0,,0,3,33,11.00,0,2,30,15.00,0,0,0
129,1995,3,1995-09-17,34-185,HOU,,CLE,L 7-14,0,0,,0,0,0,0,,0,3,76,25.33,0,4,50,12.50,0,0,0
130,1995,4,1995-09-24,34-192,HOU,@,CIN,W 38-28,0,0,,0,0,0,0,,0,4,89,22.25,0,2,1,0.50,0,0,0
131,1995,5,1995-10-01,34-199,HOU,,JAX,L 16-17,0,0,,0,0,0,0,,0,4,110,27.50,0,2,12,6.00,0,0,0
132,1995,6,1995-10-08,34-206,HOU,@,MIN,L 17-23,0,0,,0,0,0,0,,0,4,111,27.75,0,1,7,7.00,0,0,0
133,1995,7,1995-10-22,34-220,HOU,@,CHI,L 32-35,0,0,,0,0,0,0,,0,7,155,22.14,0,0,0,,0,0,0
134,1995,8,1995-10-29,34-227,HOU,,TAM,W 19-7,0,0,,0,0,0,0,,0,2,34,17.00,0,2,22,11.00,0,0,0
135,1995,9,1995-11-05,34-234,HOU,@,CLE,W 37-10,0,0,,0,0,0,0,,0,2,24,12.00,0,0,0,,0,0,0
136,1995,10,1995-11-12,34-241,HOU,,CIN,L 25-32,0,0,,0,0,0,0,,0,4,88,22.00,0,2,30,15.00,0,0,0
137,1995,11,1995-11-19,34-248,HOU,@,KAN,L 13-20,0,0,,0,0,0,0,,0,3,72,24.00,0,4,53,13.25,0,0,0
138,1995,12,1995-11-26,34-255,HOU,,DEN,W 42-33,0,0,,0,0,0,0,,0,7,138,19.71,0,1,7,7.00,0,0,0
139,1995,14,1995-12-10,34-269,HOU,,DET,L 17-24,0,0,,0,0,0,0,,0,5,132,26.40,0,0,0,,0,0,0
140,1995,15,1995-12-17,34-276,HOU,,NYJ,W 23-6,0,0,,0,0,0,0,,0,1,29,29.00,0,3,43,14.33,0,0,0
141,1995,16,1995-12-24,34-283,HOU,@,BUF,W 28-17,0,0,,0,0,0,0,,0,3,73,24.33,0,3,21,7.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
142,1996,1,1996-09-01,35-169,HOU,,KAN,L 19-20,0,0,,0,0,0,0,,0,4,76,19.00,0,3,33,11.00,0,0,0
143,1996,2,1996-09-08,35-176,HOU,@,JAX,W 34-27,0,0,,0,0,0,0,,0,4,133,33.25,0,1,0,0.00,0,0,0
144,1996,3,1996-09-15,35-183,HOU,,BAL,W 29-13,0,0,,0,0,0,0,,0,3,66,22.00,0,0,0,,0,0,0
145,1996,4,1996-09-29,35-197,HOU,@,PIT,L 16-30,0,0,,0,0,0,0,,0,6,129,21.50,0,2,6,3.00,0,0,0
146,1996,5,1996-10-06,35-204,HOU,@,CIN,W 30-27,0,0,,0,0,0,0,,0,5,177,35.40,0,3,86,28.67,0,0,0
147,1996,6,1996-10-13,35-211,HOU,@,ATL,W 23-13,0,0,,0,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
148,1996,7,1996-10-20,35-218,HOU,,PIT,W 23-13,0,0,,0,0,0,0,,0,3,49,16.33,0,3,20,6.67,0,0,0
149,1996,9,1996-11-03,35-232,HOU,@,SEA,L 16-23,0,0,,0,0,0,0,,0,3,72,24.00,0,1,15,15.00,0,0,0
150,1996,11,1996-11-17,35-246,HOU,,MIA,L 20-23,0,0,,0,0,0,0,,0,4,85,21.25,0,2,4,2.00,0,0,0
151,1996,12,1996-11-24,35-253,HOU,,CAR,L 6-31,0,0,,0,0,0,0,,0,5,110,22.00,0,1,3,3.00,0,0,0
152,1996,13,1996-12-01,35-260,HOU,@,NYJ,W 35-10,0,0,,0,0,0,0,,0,3,66,22.00,0,1,6,6.00,0,0,0
153,1996,14,1996-12-08,35-267,HOU,,JAX,L 17-23,0,0,,0,0,0,0,,0,3,93,31.00,0,1,7,7.00,0,0,0
154,1996,15,1996-12-15,35-274,HOU,,CIN,L 13-21,0,0,,0,0,0,0,,0,4,101,25.25,0,2,17,8.50,0,0,0
155,1996,16,1996-12-22,35-281,HOU,@,BAL,W 24-21,0,0,,0,0,0,0,,0,3,67,22.33,0,1,8,8.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
156,1997,1,1997-08-31,36-168,TEN,,OAK,W 24-21,0,0,,0,0,0,0,,0,4,109,27.25,0,2,23,11.50,0,0,0
157,1997,2,1997-09-07,36-175,TEN,@,MIA,L 13-16,0,0,,0,0,0,0,,0,2,42,21.00,0,2,25,12.50,0,0,0
158,1997,3,1997-09-21,36-189,TEN,,BAL,L 10-36,0,0,,0,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
