
36,1988,13,1988-11-27,28-100,NOR,,NYG,L 12-13,*,15,33,45.45,145,0,3,20.4,4.39,0.30,3,23,7.67,0,,0,0,,0,0,0
37,1988,14,1988-12-04,28-107,NOR,@,MIN,L 3-45,*,5,20,25.00,37,0,1,18.7,1.85,-0.40,2,18,9.00,0,,0,0,,0,0,0
38,1988,15,1988-12-11,28-114,NOR,@,SFO,L 17-30,*,19,34,55.88,170,1,1,67.0,5.00,4.26,3,14,4.67,0,,0,0,,0,0,0
39,1988,16,1988-12-18,28-121,NOR,,ATL,W 10-9,*,13,25,52.00,130,1,1,63.7,5.20,4.20,2,1,0.50,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
40,1989,1,1989-09-10,29-022,NOR,,DAL,W 28-0,*,16,19,84.21,153,0,0,100.2,8.05,8.05,2,11,5.50,0,,0,0,,0,0,0
41,1989,2,1989-09-17,29-029,NOR,@,GNB,L 34-35,*,23,32,71.88,282,3,1,116.9,8.81,9.28,0,0,,0,,0,0,,0,0,0
42,1989,3,1989-09-24,29-036,NOR,@,TAM,L 10-20,*,15,23,65.22,169,0,1,68.9,7.35,5.39,2,18,9.00,0,,0,0,,0,0,0
43,1989,4,1989-10-01,29-043,NOR,,WAS,L 14-16,*,16,25,64.00,259,1,1,95.2,10.36,9.36,0,0,,0,,0,0,,0,0,0
44,1989,5,1989-10-08,29-050,NOR,,SFO,L 20-24,*,31,49,63.27,308,2,0,94.6,6.29,7.10,1,5,5.00,0,,0,0,,0,0,0
45,1989,6,1989-10-15,29-057,NOR,,NYJ,W 29-14,*,18,28,64.29,281,3,1,118.3,10.04,10.57,2,13,6.50,0,,0,0,,0,0,0
46,1989,7,1989-10-22,29-064,NOR,@,RAM,W 40-21,*,15,22,68.18,276,3,1,131.6,12.55,13.23,5,7,1.40,0,,0,0,,0,0,0
47,1989,8,1989-10-29,29-071,NOR,,ATL,W 20-13,*,18,30,60.00,272,1,1,87.1,9.07,8.23,4,14,3.50,0,,0,0,,0,0,0
48,1989,9,1989-11-06,29-079,NOR,@,SFO,L 13-31,*,20,33,60.61,183,0,2,50.4,5.55,2.82,1,1,1.00,0,,0,0,,0,0,0
49,1989,10,1989-11-12,29-085,NOR,@,NWE,W 28-24,*,9,16,56.25,101,1,1,70.1,6.31,4.75,4,1,0.25,0,,0,0,,0,0,0
50,1989,11,1989-11-19,29-092,NOR,@,ATL,W 26-17,*,13,24,54.17,148,0,4,33.3,6.17,-1.33,0,0,,0,,0,0,,0,0,0
51,1989,12,1989-11-26,29-099,NOR,,RAM,L 17-20,*,12,26,46.15,155,1,1,62.2,5.96,5.00,2,8,4.00,0,,0,0,,0,0,0
52,1989,13,1989-12-03,29-106,NOR,@,DET,L 14-21,*,16,26,61.54,99,0,1,53.2,3.81,2.08,2,9,4.50,0,,0,0,,0,0,0
53,1989,15,1989-12-18,29-121,NOR,,PHI,W 30-20,,0,0,,0,0,0,,,,0,0,,0,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
54,1991,1,1991-09-01,31-013,NOR,,SEA,W 27-24,*,18,29,62.07,226,2,2,80.5,7.79,6.07,4,7,1.75,0,,0,0,,0,0,0
55,1991,2,1991-09-08,31-020,NOR,@,KAN,W 17-10,*,19,27,70.37,211,2,0,118.0,7.81,9.30,0,0,,0,,0,0,,0,0,0
56,1991,3,1991-09-15,31-027,NOR,,RAM,W 24-7,*,14,28,50.00,193,0,1,57.6,6.89,5.29,1,-2,-2.00,0,,0,0,,0,0,0
57,1991,4,1991-09-22,31-034,NOR,,MIN,W 26-0,*,11,25,44.00,109,0,1,40.2,4.36,2.56,1,2,2.00,0,,0,0,,0,0,0
58,1991,5,1991-09-29,31-041,NOR,@,ATL,W 27-6,*,18,29,62.07,197,2,0,105.1,6.79,8.17,4,13,3.25,0,,0,0,,0,0,0
59,1991,6,1991-10-13,31-055,NOR,@,PHI,W 13-6,*,2,8,25.00,29,0,2,2.6,3.63,-7.63,1,7,7.00,0,,0,0,,0,0,0
60,1991,8,1991-10-27,31-069,NOR,,CHI,L 17-20,*,27,39,69.23,291,2,1,97.3,7.46,7.33,3,8,2.67,0,,0,0,,0,0,0
61,1991,15,1991-12-16,31-119,NOR,,RAI,W 27-0,*,28,39,71.79,320,0,0,96.1,8.21,8.21,3,23,7.67,0,,0,0,,0,0,0
62,1991,16,1991-12-22,31-125,NOR,@,PHO,W 27-3,*,12,24,50.00,100,1,1,57.6,4.17,3.13,1,-2,-2.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
63,1992,1,1992-09-06,32-018,NOR,@,PHI,L 13-15,*,12,30,40.00,156,1,2,40.4,5.20,2.87,1,5,5.00,0,,0,0,,0,0,0
64,1992,2,1992-09-13,32-025,NOR,,CHI,W 28-6,*,13,25,52.00,264,2,0,116.1,10.56,12.16,1,-1,-1.00,0,,0,0,,0,0,0
65,1992,3,1992-09-20,32-032,NOR,@,ATL,W 10-7,*,9,19,47.37,119,1,0,85.2,6.26,7.32,2,7,3.50,0,,0,0,,0,0,0
66,1992,4,1992-09-27,32-039,NOR,,SFO,L 10-16,*,25,40,62.50,267,1,3,59.1,6.68,3.80,1,13,13.00,0,,0,0,,0,0,0
67,1992,5,1992-10-04,32-046,NOR,@,DET,W 13-7,*,15,19,78.95,155,0,0,100.7,8.16,8.16,2,0,0.00,0,,0,0,,0,0,0
68,1992,6,1992-10-11,32-053,NOR,,RAM,W 13-10,*,15,24,62.50,166,1,1,79.5,6.92,5.88,5,4,0.80,0,,0,0,,0,0,0
69,1992,7,1992-10-18,32-060,NOR,@,PHO,W 30-21,*,19,26,73.08,355,3,1,137.5,13.65,14.23,3,-5,-1.67,0,,0,0,,0,0,0
70,1992,8,1992-11-01,32-074,NOR,,TAM,W 23-21,*,14,27,51.85,173,1,3,44.8,6.41,2.15,4,20,5.00,0,,0,0,,0,0,0
71,1992,9,1992-11-08,32-081,NOR,@,NWE,W 31-14,*,14,26,53.85,198,3,1,101.1,7.62,8.19,1,7,7.00,0,,0,0,,0,0,0
72,1992,10,1992-11-15,32-088,NOR,@,SFO,L 20-21,*,22,35,62.86,301,2,0,109.3,8.60,9.74,0,0,,0,,0,0,,0,0,0
73,1992,11,1992-11-23,32-096,NOR,,WAS,W 20-3,*,14,18,77.78,142,1,0,118.1,7.89,9.00,4,1,0.25,0,,0,0,,0,0,0
74,1992,12,1992-11-29,32-102,NOR,,MIA,W 24-13,*,11,22,50.00,135,0,0,69.3,6.14,6.14,3,18,6.00,0,,0,0,,0,0,0
75,1992,13,1992-12-03,32-106,NOR,,ATL,W 22-14,*,20,29,68.97,244,0,1,80.2,8.41,6.86,2,18,9.00,0,,0,0,,0,0,0
76,1992,14,1992-12-13,32-116,NOR,@,RAM,W 37-14,*,15,25,60.00,238,2,0,118.4,9.52,11.12,0,0,,0,,0,0,,0,0,0
77,1992,15,1992-12-20,32-123,NOR,,BUF,L 16-20,*,17,32,53.13,189,1,1,68.4,5.91,5.13,2,9,4.50,0,,0,0,,0,0,0
78,1992,16,1992-12-26,32-129,NOR,@,NYJ,W 20-0,*,14,25,56.00,185,0,3,40.0,7.40,2.00,1,-1,-1.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
79,1993,2,1993-09-12,33-024,ATL,,NOR,L 31-34,,14,18,77.78,243,3,0,158.3,13.50,16.83,0,0,,0,,0,0,,0,0,0
80,1993,3,1993-09-19,33-031,ATL,@,SFO,L 30-37,*,23,38,60.53,199,3,0,100.7,5.24,6.82,0,0,,0,,0,0,,0,0,0
81,1993,4,1993-09-27,33-039,ATL,,PIT,L 17-45,*,12,24,50.00,131,0,2,31.8,5.46,1.71,3,0,0.00,0,,0,0,,0,0,0
82,1993,5,1993-10-03,33-045,ATL,@,CHI,L 0-6,*,15,22,68.18,139,0,2,47.3,6.32,2.23,2,4,2.00,0,,0,0,,0,0,0
83,1993,7,1993-10-24,33-066,ATL,@,NOR,W 26-15,,13,16,81.25,163,2,0,148.7,10.19,12.69,3,0,0.00,0,,0,0,,0,0,0
84,1993,8,1993-10-31,33-073,ATL,,TAM,L 24-31,*,25,47,53.19,277,3,1,83.4,5.89,6.21,0,0,,0,,0,0,,0,0,0
85,1993,9,1993-11-14,33-087,ATL,@,RAM,W 13-0,*,12,21,57.14,182,1,1,81.8,8.67,7.48,3,6,2.00,0,,0,0,,0,0,0
86,1993,10,1993-11-21,33-094,ATL,,DAL,W 27-14,*,24,32,75.00,315,3,0,136.8,9.84,11.72,4,-3,-0.75,0,,0,0,,0,0,0
87,1993,11,1993-11-28,33-101,ATL,,CLE,W 17-14,*,21,29,72.41,214,2,0,116.2,7.38,8.76,1,5,5.00,0,,0,0,,0,0,0
88,1993,12,1993-12-05,33-108,ATL,@,HOU,L 17-33,*,30,52,57.69,317,2,6,48.8,6.10,1.67,1,10,10.00,0,,0,0,,0,0,0
89,1993,13,1993-12-11,33-114,ATL,,SFO,W 27-24,*,24,39,61.54,290,3,0,110.0,7.44,8.97,6,18,3.00,0,,0,0,,0,0,0
90,1993,14,1993-12-19,33-122,ATL,@,WAS,L 17-30,*,24,42,57.14,233,1,4,41.2,5.55,1.74,0,0,,0,,0,0,,0,0,0
91,1993,15,1993-12-26,33-129,ATL,@,CIN,L 17-21,*,13,26,50.00,144,1,0,79.6,5.54,6.31,1,9,9.00,0,,0,0,,0,0,0
92,1993,16,1994-01-02,33-136,ATL,,PHO,L 10-27,*,13,24,54.17,131,0,1,52.6,5.46,3.58,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
93,1994,2,1994-09-11,34-023,ATL,,RAM,W 31-13,,1,3,33.33,17,0,0,53.5,5.67,5.67,2,-2,-1.00,0,0,0,0,,0,0,0
94,1994,5,1994-10-02,34-044,ATL,@,RAM,W 8-5,,10,14,71.43,122,1,0,121.7,8.71,10.14,2,7,3.50,0,0,0,0,,0,0,0
95,1994,6,1994-10-09,34-051,ATL,,TAM,W 34-13,,1,1,100.00,6,0,0,91.7,6.00,6.00,0,0,,0,0,0,0,,0,0,0
96,1994,7,1994-10-16,34-058,ATL,,SFO,L 3-42,,6,10,60.00,55,0,2,35.4,5.50,-3.50,1,0,0.00,0,0,0,0,,0,0,0
97,1994,8,1994-10-23,34-065,ATL,@,RAI,L 17-30,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,0,0,0,,0,0,0
98,1994,13,1994-12-04,34-107,ATL,@,SFO,L 14-50,,4,11,36.36,34,0,1,7.4,3.09,-1.00,0,0,,0,0,0,0,,0,0,0
99,1994,15,1994-12-18,34-121,ATL,@,GNB,L 17-21,,20,41,48.78,221,1,1,63.2,5.39,4.78,1,20,20.00,0,0,0,0,,0,0,0
100,1994,16,1994-12-24,34-127,ATL,,ARI,W 10-6,,10,22,45.45,155,0,1,50.4,7.05,5.00,3,18,6.00,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
101,1995,2,1995-09-10,35-022,ATL,@,SFO,L 10-41,,9,15,60.00,94,0,1,50.4,6.27,3.27,0,0,,0,0,0,0,,0,0,0
102,1995,11,1995-11-19,35-092,ATL,,STL,W 31-6,,0,0,,0,0,0,,,,2,-4,-2.00,0,0,0,0,,0,0,0
103,1995,15,1995-12-17,35-120,ATL,@,CAR,L 17-21,,2,3,66.67,22,0,0,88.2,7.33,7.33,0,0,,0,0,0,0,,0,0,0
104,1995,16,1995-12-24,35-127,ATL,,SFO,W 28-27,,17,27,62.96,197,2,0,109.6,7.30,8.78,3,3,1.00,0,0,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
105,1996,3,1996-09-22,36-034,ATL,,PHI,L 18-33,,17,26,65.38,149,1,3,53.7,5.73,1.31,1,0,0.00,0,0,0,0,,0,0,0
106,1996,4,1996-09-29,36-041,ATL,@,SFO,L 17-39,*,17,32,53.13,206,2,3,54.9,6.44,3.47,0,0,,0,0,0,0,,0,0,0
107,1996,5,1996-10-06,36-048,ATL,@,DET,L 24-28,*,18,36,50.00,180,0,1,53.0,5.00,3.75,1,3,3.00,0,0,0,0,,0,0,0
108,1996,6,1996-10-13,36-055,ATL,,HOU,L 13-23,*,31,46,67.39,279,2,2,79.9,6.07,4.98,1,2,2.00,0,0,0,0,,0,0,0
109,1996,7,1996-10-20,36-062,ATL,@,DAL,L 28-32,*,25,40,62.50,272,1,0,90.8,6.80,7.30,2,2,1.00,1,0,0,0,,0,1,6
110,1996,8,1996-10-27,36-069,ATL,,PIT,L 17-20,*,24,36,66.67,234,2,1,91.7,6.50,6.36,1,2,2.00,0,0,0,0,,0,0,0
111,1996,9,1996-11-03,36-076,ATL,,CAR,W 20-17,*,19,32,59.38,212,1,1,76.6,6.63,5.84,1,2,2.00,0,0,0,0,,0,0,0
112,1996,10,1996-11-10,36-083,ATL,@,STL,L 16-59,*,19,33,57.58,241,2,1,88.1,7.30,7.15,0,0,,0,0,0,0,,0,0,0
113,1996,11,1996-11-17,36-090,ATL,,NOR,W 17-15,*,26,39,66.67,229,2,1,88.5,5.87,5.74,1,-1,-1.00,0,0,0,0,,0,0,0
114,1996,12,1996-11-24,36-097,ATL,@,CIN,L 31-41,*,23,40,57.50,304,3,2,85.8,7.60,6.85,0,0,,0,0,0,0,,0,0,0
115,1996,13,1996-12-02,36-105,ATL,,SFO,L 10-34,*,10,25,40.00,113,0,2,20.9,4.52,0.92,2,6,3.00,0,0,0,0,,0,0,0
116,1996,14,1996-12-08,36-111,ATL,@,NOR,W 31-15,*,20,29,68.97,198,3,2,93.7,6.83,5.79,3,4,1.33,0,0,0,0,,0,0,0
117,1996,15,1996-12-15,36-118,ATL,,STL,L 27-34,*,28,49,57.14,363,2,6,54.6,7.41,2.71,1,25,25.00,0,0,0,0,,0,0,0
118,1996,16,1996-12-22,36-125,ATL,@,JAX,L 17-19,*,17,25,68.00,172,1,0,100.7,6.88,7.68,2,14,7.00,0,0,0,0,,0,0,0
,,,118 Games,,,,,65-53-0,,1839,3121,58.92,21683,135,124,78.0,6.95,6.02,196,602,3.07,1,0,4,8,2.00,1,2,12
