
33,1984,13,1984-11-25,26-036,SEA,@,DEN,W 27-24,*,30,44,68.18,406,3,0,120.1,9.23,10.59,3,-1,-0.33,0,,0,0,,0,0,0
34,1984,14,1984-12-02,26-043,SEA,,DET,W 38-17,*,27,38,71.05,294,5,1,122.1,7.74,9.18,0,0,,0,,0,0,,0,0,0
35,1984,15,1984-12-09,26-050,SEA,@,KAN,L 7-34,*,17,38,44.74,263,1,5,37.4,6.92,1.53,1,0,0.00,0,,0,0,,0,0,0
36,1984,16,1984-12-15,26-056,SEA,,DEN,L 14-31,*,30,50,60.00,334,2,2,76.6,6.68,5.68,5,27,5.40,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
37,1985,1,1985-09-08,26-323,SEA,@,CIN,W 28-24,*,16,25,64.00,236,3,0,134.3,9.44,11.84,4,9,2.25,0,,0,0,,0,0,0
38,1985,2,1985-09-15,26-330,SEA,@,SDG,W 49-35,*,22,32,68.75,307,5,0,138.9,9.59,12.72,3,10,3.33,0,,0,0,,0,0,0
39,1985,3,1985-09-23,26-338,SEA,,RAM,L 24-35,*,23,45,51.11,267,1,2,58.3,5.93,4.38,2,12,6.00,0,,0,0,,0,0,0
40,1985,4,1985-09-29,26-344,SEA,@,KAN,L 7-28,*,19,38,50.00,220,1,4,37.1,5.79,1.58,2,-1,-0.50,0,,0,0,,0,0,0
41,1985,5,1985-10-06,26-351,SEA,,SDG,W 26-21,*,16,26,61.54,189,1,0,96.5,7.27,8.04,4,2,0.50,0,,0,0,,0,0,0
42,1985,6,1985-10-13,26-358,SEA,,ATL,W 30-26,*,33,51,64.71,405,4,1,107.1,7.94,8.63,2,0,0.00,0,,0,0,,0,0,0
43,1985,7,1985-10-20,27-000,SEA,@,DEN,L 10-13,*,9,32,28.13,115,1,3,13.4,3.59,0.00,3,1,0.33,0,,0,0,,0,0,0
44,1985,8,1985-10-27,27-007,SEA,@,NYJ,L 14-17,*,9,20,45.00,148,1,2,47.5,7.40,3.90,4,28,7.00,0,,0,0,,0,0,0
45,1985,9,1985-11-03,27-014,SEA,,RAI,W 33-3,*,9,21,42.86,143,2,0,97.9,6.81,8.71,2,3,1.50,0,,0,0,,0,0,0
46,1985,10,1985-11-10,27-021,SEA,@,NOR,W 27-3,*,21,28,75.00,282,1,0,118.5,10.07,10.79,2,14,7.00,0,,0,0,,0,0,0
47,1985,11,1985-11-17,27-028,SEA,,NWE,L 13-20,*,19,43,44.19,229,0,3,32.0,5.33,2.19,4,24,6.00,1,,0,0,,0,1,6
48,1985,12,1985-11-25,27-036,SEA,@,SFO,L 6-19,*,11,30,36.67,139,0,1,38.1,4.63,3.13,1,7,7.00,0,,0,0,,0,0,0
49,1985,13,1985-12-01,27-042,SEA,,KAN,W 24-6,*,21,34,61.76,254,2,1,92.0,7.47,7.32,0,0,,0,,0,0,,0,0,0
50,1985,14,1985-12-08,27-049,SEA,,CLE,W 31-13,*,24,34,70.59,268,4,0,133.0,7.88,10.24,1,-1,-1.00,0,,0,0,,0,0,0
51,1985,15,1985-12-15,27-056,SEA,@,RAI,L 3-13,*,16,33,48.48,184,0,2,40.5,5.58,2.85,0,0,,0,,0,0,,0,0,0
52,1985,16,1985-12-20,27-061,SEA,,DEN,L 24-27,*,17,40,42.50,216,1,1,57.9,5.40,4.78,1,13,13.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
53,1986,1,1986-09-07,27-322,SEA,,PIT,W 30-0,*,21,33,63.64,195,2,2,74.7,5.91,4.39,1,4,4.00,0,,0,0,,0,0,0
54,1986,2,1986-09-14,27-329,SEA,,KAN,W 23-17,*,21,35,60.00,203,1,1,73.9,5.80,5.09,4,31,7.75,0,,0,0,,0,0,0
55,1986,3,1986-09-21,27-336,SEA,@,NWE,W 38-31,*,9,20,45.00,207,2,0,116.0,10.35,12.35,5,1,0.20,0,,0,0,,0,0,0
56,1986,4,1986-09-28,27-343,SEA,@,WAS,L 14-19,*,19,32,59.38,219,1,2,64.5,6.84,4.66,1,6,6.00,0,,0,0,,0,0,0
57,1986,5,1986-10-06,27-351,SEA,,SDG,W 33-7,*,21,35,60.00,284,3,2,90.7,8.11,7.26,0,0,,0,,0,0,,0,0,0
58,1986,6,1986-10-12,27-357,SEA,@,RAI,L 10-14,*,17,26,65.38,152,0,0,80.9,5.85,5.85,0,0,,0,,0,0,,0,0,0
59,1986,7,1986-10-19,27-364,SEA,,NYG,W 17-12,*,15,22,68.18,166,1,1,86.6,7.55,6.41,3,-1,-0.33,0,,0,0,,0,0,0
60,1986,8,1986-10-26,28-006,SEA,@,DEN,L 13-20,*,6,16,37.50,26,0,0,45.8,1.63,1.63,1,1,1.00,0,,0,0,,0,0,0
61,1986,10,1986-11-09,28-020,SEA,@,KAN,L 7-27,,2,12,16.67,13,0,1,4.9,1.08,-2.67,0,0,,0,,0,0,,0,0,0
62,1986,11,1986-11-16,28-027,SEA,@,CIN,L 7-34,*,18,28,64.29,168,0,1,65.8,6.00,4.39,1,-1,-1.00,0,,0,0,,0,0,0
63,1986,12,1986-11-23,28-034,SEA,,PHI,W 24-20,*,14,26,53.85,288,1,0,105.9,11.08,11.85,5,17,3.40,0,,0,0,,0,0,0
64,1986,13,1986-11-27,28-038,SEA,@,DAL,W 31-14,*,16,24,66.67,214,2,1,105.2,8.92,8.71,4,16,4.00,1,,0,0,,0,1,6
65,1986,14,1986-12-08,28-049,SEA,,RAI,W 37-0,*,14,21,66.67,243,2,0,137.6,11.57,13.48,5,23,4.60,0,,0,0,,0,0,0
66,1986,15,1986-12-14,28-055,SEA,@,SDG,W 34-24,*,15,21,71.43,305,4,0,153.3,14.52,18.33,3,6,2.00,0,,0,0,,0,0,0
67,1986,16,1986-12-20,28-061,SEA,,DEN,W 41-16,*,17,24,70.83,238,2,0,130.2,9.92,11.58,2,19,9.50,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
68,1987,1,1987-09-13,28-328,SEA,@,DEN,L 17-40,*,14,28,50.00,185,2,3,55.5,6.61,3.21,2,1,0.50,0,,0,0,,0,0,0
69,1987,2,1987-09-20,28-335,SEA,,KAN,W 43-14,*,16,22,72.73,152,3,0,131.1,6.91,9.64,2,22,11.00,0,,0,0,,0,0,0
70,1987,6,1987-10-25,29-005,SEA,@,RAI,W 35-13,*,14,20,70.00,192,2,1,112.9,9.60,9.35,3,8,2.67,0,,0,0,,0,0,0
71,1987,7,1987-11-01,29-012,SEA,,MIN,W 28-17,*,11,17,64.71,148,3,1,107.4,8.71,9.59,1,-1,-1.00,0,,0,0,,0,0,0
72,1987,8,1987-11-09,29-020,SEA,@,NYJ,L 14-30,*,12,29,41.38,188,1,2,46.3,6.48,4.07,1,1,1.00,0,,0,0,,0,0,0
73,1987,9,1987-11-15,29-026,SEA,,GNB,W 24-13,*,9,15,60.00,105,0,3,41.7,7.00,-2.00,4,13,3.25,1,,0,0,,0,1,6
74,1987,10,1987-11-22,29-033,SEA,,SDG,W 34-3,*,19,26,73.08,246,2,0,128.0,9.46,11.00,3,35,11.67,1,,0,0,,0,1,6
75,1987,11,1987-11-30,29-041,SEA,,RAI,L 14-37,*,17,31,54.84,170,2,2,65.3,5.48,3.87,2,5,2.50,0,,0,0,,0,0,0
76,1987,12,1987-12-06,29-047,SEA,@,PIT,L 9-13,*,9,15,60.00,91,1,1,71.8,6.07,4.40,3,5,1.67,0,,0,0,,0,0,0
77,1987,13,1987-12-13,29-054,SEA,,DEN,W 28-21,*,23,33,69.70,238,3,2,95.3,7.21,6.30,5,28,5.60,0,,0,0,,0,0,0
78,1987,14,1987-12-20,29-061,SEA,@,CHI,W 34-21,*,17,26,65.38,214,2,0,116.5,8.23,9.77,7,15,2.14,0,,0,0,,0,0,0
79,1987,15,1987-12-27,29-068,SEA,@,KAN,L 20-41,*,17,32,53.13,202,2,0,93.5,6.31,7.56,3,23,7.67,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
80,1988,1,1988-09-04,29-320,SEA,@,DEN,W 21-14,*,14,30,46.67,168,2,0,86.5,5.60,6.93,4,27,6.75,0,,0,0,,0,0,0
81,1988,2,1988-09-11,29-327,SEA,,KAN,W 31-10,*,14,22,63.64,114,1,0,91.9,5.18,6.09,2,3,1.50,0,,0,0,,0,0,0
82,1988,3,1988-09-18,29-334,SEA,@,SDG,L 6-17,*,9,18,50.00,134,0,3,35.2,7.44,-0.06,1,-2,-2.00,0,,0,0,,0,0,0
83,1988,11,1988-11-13,30-024,SEA,,HOU,W 27-24,*,14,26,53.85,188,1,1,73.9,7.23,6.27,1,3,3.00,0,,0,0,,0,0,0
84,1988,12,1988-11-20,30-031,SEA,@,KAN,L 24-27,*,20,30,66.67,225,2,1,97.2,7.50,7.33,3,20,6.67,0,,0,0,,0,0,0
85,1988,13,1988-11-28,30-039,SEA,,RAI,W 35-27,*,16,28,57.14,220,5,2,92.3,7.86,8.21,7,12,1.71,0,,0,0,,0,0,0
86,1988,14,1988-12-04,30-045,SEA,@,NWE,L 7-13,*,9,20,45.00,62,1,0,69.2,3.10,4.10,1,-4,-4.00,0,,0,0,,0,0,0
87,1988,15,1988-12-11,30-052,SEA,,DEN,W 42-14,*,19,22,86.36,220,2,0,138.6,10.00,11.82,1,-3,-3.00,0,,0,0,,0,0,0
88,1988,16,1988-12-18,30-059,SEA,@,RAI,W 43-37,*,19,32,59.38,410,4,1,130.2,12.81,13.91,4,8,2.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
89,1989,1,1989-09-10,30-325,SEA,@,PHI,L 7-31,*,15,34,44.12,210,1,2,49.9,6.18,4.12,0,0,,0,,0,0,,0,0,0
90,1989,2,1989-09-17,30-332,SEA,,PHO,L 24-34,*,25,43,58.14,279,3,1,91.1,6.49,6.84,3,21,7.00,0,,0,0,,0,0,0
91,1989,3,1989-09-24,30-339,SEA,@,NWE,W 24-3,*,14,24,58.33,177,3,0,121.0,7.38,9.88,4,28,7.00,0,,0,0,,0,0,0
92,1989,4,1989-10-01,30-346,SEA,@,RAI,W 24-20,*,22,31,70.97,227,2,0,113.2,7.32,8.61,5,15,3.00,0,,0,0,,0,0,0
93,1989,5,1989-10-08,30-353,SEA,,KAN,L 16-20,*,20,36,55.56,252,0,2,54.4,7.00,4.50,3,29,9.67,0,,0,0,,0,0,0
94,1989,6,1989-10-15,30-360,SEA,@,SDG,W 17-16,*,14,24,58.33,139,1,2,54.0,5.79,2.88,3,1,0.33,0,,0,0,,0,0,0
95,1989,7,1989-10-22,31-002,SEA,,DEN,L 21-24,*,22,38,57.89,237,2,2,71.9,6.24,4.92,2,3,1.50,0,,0,0,,0,0,0
96,1989,8,1989-10-29,31-009,SEA,,SDG,W 10-7,*,27,49,55.10,311,1,2,64.2,6.35,4.92,0,0,,0,,0,0,,0,0,0
97,1989,9,1989-11-05,31-016,SEA,@,KAN,L 10-20,*,14,32,43.75,126,0,0,54.9,3.94,3.94,3,0,0.00,0,,0,0,,0,0,0
98,1989,10,1989-11-12,31-023,SEA,,CLE,L 7-17,*,17,30,56.67,141,1,3,40.4,4.70,0.87,2,6,3.00,0,,0,0,,0,0,0
99,1989,12,1989-11-26,31-037,SEA,@,DEN,L 14-41,,11,22,50.00,171,1,2,53.4,7.77,4.59,1,7,7.00,0,,0,0,,0,0,0
100,1989,13,1989-12-04,31-045,SEA,,BUF,W 17-16,*,20,40,50.00,298,1,2,62.3,7.45,5.70,2,-2,-1.00,0,,0,0,,0,0,0
101,1989,14,1989-12-10,31-051,SEA,@,CIN,W 24-17,*,22,33,66.67,258,3,1,107.9,7.82,8.27,4,23,5.75,0,,0,0,,0,0,0
102,1989,15,1989-12-17,31-058,SEA,,RAI,W 23-17,*,25,34,73.53,270,2,0,116.1,7.94,9.12,6,21,3.50,0,,0,0,,0,0,0
103,1989,16,1989-12-23,31-064,SEA,,WAS,L 0-29,*,18,29,62.07,213,0,1,70.0,7.34,5.79,2,8,4.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
104,1990,1,1990-09-09,31-324,SEA,@,CHI,L 0-17,*,12,27,44.44,91,0,3,13.6,3.37,-1.63,1,1,1.00,0,,0,0,,0,0,0
105,1990,2,1990-09-16,31-331,SEA,,RAI,L 13-17,*,19,24,79.17,225,0,1,88.4,9.38,7.50,4,28,7.00,0,,0,0,,0,0,0
106,1990,3,1990-09-23,31-338,SEA,@,DEN,L 31-34,*,20,28,71.43,213,1,0,105.2,7.61,8.32,2,5,2.50,0,,0,0,,0,0,0
107,1990,4,1990-10-01,31-346,SEA,,CIN,W 31-16,*,17,24,70.83,217,2,1,109.2,9.04,8.83,3,18,6.00,0,,0,0,,0,0,0
108,1990,5,1990-10-07,31-352,SEA,@,NWE,W 33-20,*,17,25,68.00,254,2,1,111.1,10.16,9.96,3,-2,-0.67,0,,0,0,,0,0,0
109,1990,6,1990-10-14,31-359,SEA,@,RAI,L 17-24,*,22,36,61.11,294,2,0,105.6,8.17,9.28,0,0,,0,,0,0,,0,0,0
110,1990,7,1990-10-21,32-001,SEA,,KAN,W 19-7,*,13,35,37.14,132,0,4,9.2,3.77,-1.37,1,3,3.00,0,,0,0,,0,0,0
111,1990,8,1990-11-04,32-015,SEA,,SDG,L 14-31,*,15,31,48.39,183,1,1,64.3,5.90,5.10,1,4,4.00,0,,0,0,,0,0,0
112,1990,9,1990-11-11,32-022,SEA,@,KAN,W 17-16,*,16,23,69.57,306,2,0,141.1,13.30,15.04,0,0,,0,,0,0,,0,0,0
113,1990,10,1990-11-18,32-029,SEA,,MIN,L 21-24,*,13,28,46.43,138,2,1,70.2,4.93,4.75,2,2,1.00,0,,0,0,,0,0,0
114,1990,11,1990-11-25,32-036,SEA,@,SDG,W 13-10,*,18,26,69.23,211,0,0,93.6,8.12,8.12,5,6,1.20,0,,0,0,,0,0,0
115,1990,12,1990-12-02,32-043,SEA,,HOU,W 13-10,*,16,27,59.26,168,0,1,62.0,6.22,4.56,2,11,5.50,0,,1,-6,-6.00,0,0,0
116,1990,13,1990-12-09,32-050,SEA,@,GNB,W 20-14,*,11,18,61.11,133,1,1,79.2,7.39,6.00,4,1,0.25,0,,0,0,,0,0,0
117,1990,14,1990-12-16,32-057,SEA,@,MIA,L 17-24,*,21,37,56.76,295,1,3,57.8,7.97,4.86,1,6,6.00,0,,0,0,,0,0,0
118,1990,15,1990-12-23,32-064,SEA,,DEN,W 17-12,*,14,26,53.85,109,1,1,61.2,4.19,3.23,1,19,19.00,0,,0,0,,0,0,0
119,1990,16,1990-12-30,32-071,SEA,,DET,W 30-10,*,21,33,63.64,225,0,2,58.3,6.82,4.09,2,13,6.50,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
120,1991,1,1991-09-01,32-316,SEA,@,NOR,L 24-27,*,26,35,74.29,274,2,2,91.8,7.83,6.40,2,13,6.50,0,,0,0,,0,0,0
121,1991,8,1991-10-20,33-000,SEA,@,PIT,W 27-7,*,25,31,80.65,266,2,0,123.9,8.58,9.87,2,9,4.50,0,,0,0,,0,0,0
122,1991,9,1991-10-27,33-007,SEA,,SDG,W 20-9,*,13,21,61.90,142,1,2,58.1,6.76,3.43,0,0,,0,,0,0,,0,0,0
123,1991,10,1991-11-10,33-021,SEA,@,SDG,L 14-17,*,29,39,74.36,379,2,1,111.0,9.72,9.59,0,0,,0,,0,0,,0,0,0
124,1991,11,1991-11-17,33-028,SEA,@,RAI,L 7-31,,18,25,72.00,163,1,0,102.6,6.52,7.32,0,0,,0,,0,0,,0,0,0
125,1991,12,1991-11-24,33-035,SEA,,DEN,W 13-10,*,9,19,47.37,70,1,2,34.9,3.68,0.00,2,-2,-1.00,0,,0,0,,0,0,0
126,1991,13,1991-12-01,33-042,SEA,,KAN,L 6-19,*,16,25,64.00,263,0,1,82.6,10.52,8.72,1,4,4.00,0,,0,0,,0,0,0
127,1991,14,1991-12-08,33-049,SEA,,SFO,L 22-24,*,16,28,57.14,128,0,0,68.7,4.57,4.57,3,39,13.00,0,,0,0,,0,0,0
128,1991,15,1991-12-15,33-056,SEA,@,ATL,L 13-26,*,22,35,62.86,231,1,2,67.7,6.60,4.60,1,-2,-2.00,0,,0,0,,0,0,0
129,1991,16,1991-12-22,33-063,SEA,,RAM,W 23-9,*,13,27,48.15,164,1,2,49.0,6.07,3.48,2,-2,-1.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
130,1992,1,1992-09-06,33-322,KAN,@,SDG,W 24-10,*,15,25,60.00,154,0,1,61.1,6.16,4.36,4,12,3.00,0,,0,0,,0,0,0
131,1992,2,1992-09-13,33-329,KAN,,SEA,W 26-7,*,13,19,68.42,231,1,0,127.3,12.16,13.21,1,5,5.00,0,,0,0,,0,0,0
132,1992,3,1992-09-20,33-336,KAN,@,HOU,L 20-23,*,17,30,56.67,177,1,0,85.0,5.90,6.57,1,0,0.00,0,,0,0,,0,0,0
133,1992,4,1992-09-28,33-344,KAN,,RAI,W 27-7,*,9,18,50.00,80,0,1,39.1,4.44,1.94,4,20,5.00,2,,0,0,,0,2,12
134,1992,5,1992-10-04,33-350,KAN,@,DEN,L 19-20,*,22,31,70.97,301,1,0,112.4,9.71,10.35,0,0,,0,,0,0,,0,0,0
135,1992,6,1992-10-11,33-357,KAN,,PHI,W 24-17,*,12,26,46.15,272,3,1,106.6,10.46,11.04,2,2,1.00,0,,0,0,,0,0,0
